Rank	ORB	DRB	TRB	AST	STL	BLK	TOV	PF	PTS	FTPER	FGPER	THRPER	YEAR	CONF	SCHRANK
0	1.2	2.3	3.5	1.4	0.9	0.2	2.6	2.8	15.8	78.37837838	43.60902256	28.88888889	3	9	1
0	1.5	3.9	5.4	3.5	1.4	0.3	2.1	2.1	15.3	73.33333333	44.76190476	37.5	3	9	1
0	0.4	1.9	2.3	2.2	1	0	3.3	3	16.3	76	42.4	42.22222222	3	9	1
0	0.3	1.7	2.1	1.5	0.4	0	0.9	1.5	14.4	85.71428571	47.95918367	47.76119403	4	4	2
0	1	3.6	4.6	2.1	1.3	0.3	2.4	2.1	16.8	75	42.33576642	35.48387097	4	9	1
0	1.9	5.2	7.2	0.6	0.7	0.3	1.6	2.8	15.3	69.23076923	42.4	31.25	4	3	1
0	0.8	2.9	3.6	3.7	1.8	0.3	3.2	2.6	15.2	79.41176471	40.74074074	33.33333333	2	9	1
0	0.7	2.2	2.9	1.2	0.6	0.2	1.1	2.2	15.7	84.61538462	42.85714286	44.44444444	4	3	1
0	0.5	3.1	3.6	3.3	0.7	0	1.2	0.9	15.7	66.66666667	39.86486486	33.82352941	4	4	1
0	0.8	3.5	4.3	4.7	1.8	0.3	2.2	2.1	16.2	89.47368421	46.2962963	37.5	2	9	1
0	1.3	4.5	5.8	1.8	1.3	1.2	1.8	1.9	15.6	69.23076923	44.73684211	38.29787234	3	9	1
0	0.3	2.4	2.8	2.5	0.4	0.1	2.5	1.8	15.2	81.81818182	39.16083916	34.375	1	8	1
0	1.5	3.1	4.6	1.3	0.8	0.1	2.1	1.5	16.1	80	48.41269841	40.74074074	3	9	1
0	0.3	2.5	2.9	2.2	0.8	0.2	1.6	2.3	13.1	81.81818182	42.70833333	33.33333333	4	9	1
78	0.5	3.8	4.3	2.1	1.1	0.3	2.1	2.5	13.4	73.80952381	36.93693694	34.42622951	1	1	2
0	0.4	2.4	2.8	5	0.9	0.2	1.8	2.7	15	81.3559322	41.73913043	31.57894737	2	5	2
0	1	3.8	4.8	2.8	1	0.3	3.4	2.4	15.5	76.54320988	37.06896552	23.33333333	4	9	1
