Player,Class,Season,Pos,School,Conf,G,MP,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
Matt Glass\matt-glass-1,JR,2010-11,F,Vermont,AEC,31,22.7,1.2,2.7,3.9,0.9,0.2,0.3,1.4,2.2,8.2,68.75,42.10526316,26.92307692
Nate Hutcheson\nate-hutcheson-1,SO,2010-11,F,Western Michigan,MAC,34,23.7,1.4,3.5,5,0.9,0.4,0.8,1.6,2.7,7.4,66.66666667,38.80597015,27.5862069
Dante Jackson\dante-jackson-1,SR,2010-11,G,Xavier,A-10,32,35.3,0.7,2.5,3.1,2,1.3,0.2,1.3,2.7,7.9,76.92307692,36.11111111,33.96226415
Luka Mirkovic\luka-mirkovic-1,JR,2010-11,F-C,Northwestern,Big Ten,34,24.4,2,3.2,5.2,2.3,0.6,0.7,1.4,2.6,7.4,66.66666667,51.85185185,50
Brandon Wiley\brandon-wiley-1,SR,2010-11,F,Idaho,WAC,32,26.4,1.4,3.4,4.8,1.4,0.9,1.2,2.3,2.6,7.9,59.25925926,57.40740741,50
Jeremi Booth\jeremi-booth-1,SR,2010-11,G,Appalachian State,Southern,29,23.8,0.8,2.3,3.1,0.4,0.9,0.1,0.9,1.3,8.7,64.70588235,39.47368421,32
Victor Davila\victor-davila-1,JR,2010-11,F,Virginia Tech,ACC,34,31.5,1.7,3.4,5.1,0.9,0.2,1.2,1.4,2.4,7.4,45.45454545,56.8627451,0
Will Donahue\will-donahue-1,JR,2010-11,C,Cal Poly,Big West,30,31,3.1,5.9,8.9,1.5,0.6,0.3,2,2.9,8.4,68.29268293,45.16129032,0
Austin Dufault\austin-dufault-1,JR,2010-11,F,Colorado,Big 12,38,22.2,1.7,2.6,4.2,0.7,0.6,0.6,0.7,2.9,6.6,62.5,51.92307692,14.28571429
Garrett Johnson\garrett-johnson-1,SO,2010-11,G,Fresno State,WAC,31,20.8,0.6,1.6,2.2,1.2,0.8,0.1,1.3,1.6,8.1,81.25,36.98630137,33.33333333
Leslie McDonald\leslie-mcdonald-1,SO,2010-11,G,North Carolina,ACC,36,15.7,0.8,1.4,2.1,0.6,0.5,0.1,0.8,1.8,7,72.72727273,38.70967742,37.83783784
Nemanja Mikic\nemanja-mikic-1,FR,2010-11,F,George Washington,A-10,31,24.1,0.6,2.1,2.7,0.7,0.4,0.2,1.3,2.2,8.1,40,42.42424242,43.63636364
Josh Parker\josh-parker-1,JR,2010-11,G,Dayton,A-10,36,17.6,0.3,1.8,2.1,2.6,0.5,0,1.4,1,7,80,31.74603175,32.55813953
Shaun Pratl\shaun-pratl-1,SO,2010-11,F,Eastern Illinois,OVC,28,22.6,1.8,2.7,4.5,1.6,0.6,0.6,1.8,3.5,9,63.33333333,49.29577465,25
Chad White\chad-white-1,FR,2010-11,G,South Dakota State,Summit,31,20.3,1.3,2.1,3.4,1.6,0.5,0.5,1.1,2.2,8.1,75,49.12280702,41.37931034
Rakeem Brookins\rakeem-brookins-1,FR,2010-11,G,Siena,MAAC,28,31.6,0.4,1.4,1.8,4.3,1.6,0.3,3,2.3,9,76.47058824,35.48387097,35.48387097
Michael Messer\michael-messer-1,FR,2010-11,G,Southern Illinois-Edwardsville,Ind,29,26,1.1,2.3,3.4,1.7,0.6,0.3,1.6,3,8.7,68,46.15384615,40.90909091
Nyika Williams\nyika-williams-1,SR,2010-11,C,Pacific,Big West,31,18,1.6,2.7,4.4,0.2,0.4,0.7,1.4,2,8.1,55.55555556,58.92857143,0
Stu Douglass\stu-douglass-1,JR,2010-11,G,Michigan,Big Ten,35,30.4,0.5,2.5,3,1.7,0.7,0.3,1.2,1.8,7.1,25,41.17647059,35.71428571
Joseph Katuka\joseph-katuka-1,SR,2010-11,C,George Washington,A-10,31,21.3,2.2,2.8,5,0.5,0.7,0.9,1.7,3.2,8.1,52.94117647,47.69230769,0
Terrance Mitchell\terrance-mitchell-1,SR,2010-11,G,Maine,AEC,26,22.4,0.4,2,2.4,1.3,0.6,0.1,1.7,2.9,9.6,76.47058824,41.93548387,38.29787234
Darian Thibodeaux\darian-thibodeaux-1,JR,2010-11,G,Houston,CUSA,30,35.1,0.8,2.1,2.9,2.1,0.7,0.2,1.4,2.5,8.3,66.66666667,46.15384615,44.44444444
Asenso Ampim\asenso-ampim-1,SR,2010-11,F,Columbia,Ivy,28,23,2.1,4.7,6.8,0.8,0.8,0.5,2,2.4,8.9,72.4137931,38.82352941,20
Keyon Carter\keyon-carter-1,SR,2010-11,F,Old Dominion,CAA,34,22.5,1.5,2.6,4.1,0.9,0.4,0.3,1.1,1.4,7.3,64.70588235,43.93939394,29.41176471
Mike Pouncy\mike-pouncy-1,SR,2010-11,G,Central Arkansas,Southland,28,24.5,1,2.1,3.1,2.2,1.4,0.2,1.9,2,8.9,63.33333333,41.55844156,37.5
Zach Bailey\zach-bailey-1,JR,2010-11,G,Tennessee Tech,OVC,31,25.4,0.3,1.5,1.8,1.8,1.1,0.1,1.5,2.2,8,84,38.46153846,35.71428571
Terry Bembry\terry-bembry-1,JR,2010-11,F,Houston Baptist,GWC,28,26.4,2.1,4.5,6.7,0.5,0.7,0.6,1.5,2.8,8.9,50,43.20987654,0
Gary Dixon\gary-dixon-1,SR,2010-11,G,Southeastern Louisiana,Southland,28,24.5,0.6,1.2,1.8,1.2,0.9,0.3,1.5,1.8,8.9,76.19047619,35.80246914,31.11111111
Chris Johnson\chris-johnson-5,SO,2010-11,G,Saint Francis (PA),NEC,30,29.6,0.3,2.1,2.5,4.4,1.5,0.1,3.1,2.7,8.3,74.07407407,47.45762712,41.17647059
Ben Smith\ben-smith-3,JR,2010-11,F,Wichita State,MVC,37,16.5,1.3,0.9,2.2,1.2,0.4,0.1,0.7,1,6.7,77.77777778,50,37.5
Greg Washington\greg-washington-1,SR,2010-11,F,Hofstra,CAA,33,29,1.9,3.3,5.3,0.8,1,2.2,0.8,3.5,7.5,75,47.76119403,0
Jarryd Cole\jarryd-cole-1,SR,2010-11,F,Iowa,Big Ten,31,25.2,2.3,4,6.3,0.5,0.8,0.3,1.1,2.8,8,66.66666667,57.69230769,0
Randell Daigle\randell-daigle-1,SR,2010-11,G,Louisiana-Lafayette,Sun Belt,28,27,0.4,2.4,2.8,2.4,0.6,0.1,1.9,1.7,8.8,80,39.47368421,39.02439024
Brandon Davis\brandon-davis-6,JR,2010-11,G,Lamar,Southland,30,17,0.7,1.4,2.1,1.5,0.5,0.2,0.7,1.2,8.2,81.81818182,41.79104478,36.73469388
Falando Jones\falando-jones-1,JR,2010-11,F,Mississippi Valley State,SWAC,31,21.5,1,2.7,3.7,1.2,0.8,0.3,1.9,2.7,8,64.28571429,41.53846154,35
Will Coleman\will-coleman-1,SR,2010-11,F,Memphis,CUSA,35,19.2,1.3,3.2,4.5,0.3,0.3,0.9,1.1,2.3,7,60.86956522,62.22222222,0
Mitch Rolls\mitch-rolls-1,SO,2010-11,G,Colgate,Patriot,29,29.7,0.2,2.1,2.4,3.7,0.8,0.1,3.1,2.4,8.5,83.33333333,32.94117647,33.33333333
Gorkem Sonmez\gorkem-sonmez-1,SO,2010-11,G,Radford,Big South,29,23.2,0.2,2.3,2.5,1,0.7,0.2,2.1,2.3,8.5,58.82352941,36.58536585,35.71428571
Clint Mann\clint-mann-1,SO,2010-11,F,Davidson,Southern,33,19.8,2.1,2.4,4.5,0.8,0.5,0.3,2,3.6,7.4,44.44444444,51.61290323,33.33333333
Allyn Cooks\allyn-cooks-1,JR,2010-11,G,South Alabama,Sun Belt,28,29.7,0.2,2.1,2.3,3.1,1.2,0.1,1.6,2.3,8.7,71.42857143,41.09589041,37.5
Lucas Kuipers\lucas-kuipers-1,JR,2010-11,F,Rice,CUSA,32,21.6,1,2.3,3.4,0.8,0.5,0.3,1.3,2.7,7.6,77.77777778,42.42424242,36.36363636
Dundrecous Massey\dundrecous-massey-1,FR,2010-11,G,Mississippi,SEC,34,15.1,0.3,1.2,1.5,1.4,0.6,0.1,1.6,1.7,7.2,82.35294118,39.65517241,36.11111111
Kenny Onyechi\kenny-onyechi-1,SO,2010-11,F,Long Island University,NEC,33,17.5,1.9,2.2,4.2,0.2,0.5,1,1.4,2.9,7.4,51.02040816,62.5,0
James Hollowell\james-hollowell-1,SO,2010-11,F,Eastern Illinois,OVC,29,26.3,1.9,3.8,5.6,1.7,0.9,1.2,1.9,2.6,8.4,70.83333333,45.20547945,25
Malcolm White\malcolm-white-2,JR,2010-11,F,Louisiana State,SEC,32,23.7,1.9,3.2,5.1,0.4,0.4,1.1,1.8,3,7.6,62.06896552,46.03174603,0
Steven Samuels\steven-samuels-1,SO,2010-11,G,Saint Peter's,MAAC,34,24.5,0.8,2.4,3.2,1.4,1.1,0.3,2.1,2.5,7.1,53.33333333,41.26984127,35.48387097
Julian Vaughn\julian-vaughn-1,SR,2010-11,F,Georgetown,Big East,31,23.6,2.3,3.7,6.1,1.5,0.3,1.9,1.9,2.9,7.8,66.66666667,49.12280702,0
Steve Forbes\steve-forbes-1,FR,2010-11,F-C,Stetson,A-Sun,31,19,2.5,1.9,4.4,0.4,0.6,0.6,1.6,3.3,7.8,70,51.85185185,0
Angelo Johnson\angelo-johnson-1,JR,2010-11,G,Southern Mississippi,CUSA,32,31.6,0.1,3.3,3.3,4.1,0.9,0.2,1.3,2.3,7.5,76.92307692,42.59259259,39.13043478
Garrett Leffelman\garrett-leffelman-1,SR,2010-11,G,Brown,Ivy,27,28.8,0.6,2.3,3,1.2,0.8,0.5,1,1.4,8.9,82.35294118,37.20930233,32.35294118
Brandon McGee\brandon-mcgee-1,JR,2010-11,F,Georgia State,CAA,31,19.3,1.8,3.1,4.8,0.8,0.5,0.2,1.3,1.1,7.8,59.09090909,44.61538462,36.84210526
Matt Dorr\matt-dorr-1,SR,2010-11,G,San Diego,WCC,27,31.9,0.5,2.8,3.3,2.7,0.7,0.1,1.7,2.2,8.9,72.72727273,40,34.28571429
Deividas Dulkys\deividas-dulkys-1,JR,2010-11,G,Florida State,ACC,33,25.1,0.8,2.1,2.8,1.2,1.3,0.5,1.4,1.8,7.3,50,36.61971831,34
Javorn Farrell\javorn-farrell-1,SO,2010-11,G-F,Massachusetts,A-10,28,25.5,1.4,2.6,4.1,2.3,0.8,0.2,2.2,3.1,8.5,72.72727273,36.9047619,0
Regis Huddleston\regis-huddleston-1,SR,2010-11,G,Troy,Sun Belt,29,20.8,0.3,1.2,1.5,0.7,0.6,0,0.9,1.7,8.2,60,35,34.84848485
Travis Jones\travis-jones-2,JR,2010-11,F,Texas State,Southland,32,22.6,0.6,2.3,2.9,0.7,0.8,0.2,0.9,2.4,7.5,66.66666667,42.1875,34.88372093
Elliott Lloyd\elliott-lloyd-1,SO,2010-11,G,Northern Colorado,Big Sky,32,30.8,0.4,2.5,2.9,3.3,0.8,0.1,2.8,2.4,7.5,83.33333333,39.65517241,42.42424242
Gavin Montgomery\gavin-montgomery-1,JR,2010-11,G,Arkansas-Pine Bluff,SWAC,31,25.9,1.3,2.8,4.1,1,1.5,0.4,1.8,3,7.7,52.38095238,42.64705882,40
Alejo Rodriguez\alejo-rodriguez-1,SR,2010-11,F,Iona,MAAC,36,24.8,2.5,4.1,6.7,1,0.8,1.1,1,2.9,6.6,55.55555556,68.29268293,0
Andrey Semenov\andrey-semenov-1,SO,2010-11,F,James Madison,CAA,32,19,0.8,2.3,3.2,0.9,0.9,1,0.9,2.3,7.5,82.60869565,44.23076923,41.66666667
Blake Smith\blake-smith-1,SO,2010-11,G,Radford,Big South,27,26,0.7,2.8,3.4,1.7,2.4,0.4,1.8,2,8.9,70,35.10638298,28.125
John Williams\john-williams-6,SR,2010-11,F,North Carolina-Asheville,Big South,27,28.6,1.7,3.6,5.3,1.1,1.1,1.7,1.6,1.9,8.9,62.16216216,49.25373134,0
Josimar Ayarza\josimar-ayarza-1,SR,2010-11,F,Southern Mississippi,CUSA,32,18,1.8,2.1,3.9,0.6,0.2,0.7,1.2,2.5,7.4,75,47.16981132,0
Bryan Cohen\bryan-cohen-1,JR,2010-11,G,Bucknell,Patriot,34,27.7,1,3,3.9,2.5,0.6,0.4,2.2,2.6,7,66.66666667,38.70967742,47.05882353
J'hared Hall\jhared-hall-1,JR,2010-11,G,Loyola (MD),MAAC,27,20.3,0.4,1.3,1.6,1.3,0.8,0.2,1.4,1.4,8.8,78.94736842,46.03174603,40.54054054
Mark Hall\mark-hall-1,SR,2010-11,G,Mercer,A-Sun,33,26.8,0.7,0.9,1.7,1.5,1.1,0,1.1,2.9,7.2,78.94736842,42,43.24324324
Senario Hillman\senario-hillman-1,SR,2010-11,G,Alabama,SEC,37,20.9,1,1.5,2.5,1.7,1.4,0.2,1.7,2.7,6.4,75,40,20
Evan Washington\evan-washington-1,SR,2010-11,G,Air Force,MWC,32,32,0.7,3.8,4.5,4,1.2,0.6,1.9,1.9,7.4,57.14285714,44.26229508,33.33333333
Dale Moss\dale-moss-1,SR,2010-11,G,South Dakota State,Summit,31,24.9,2,2.5,4.5,1.8,0.6,0.5,1,2.2,7.6,53.57142857,54.71698113,40
Gabe Blair\gabe-blair-1,SR,2010-11,F,Wichita State,MVC,36,20.1,1.8,4.6,6.4,1.2,0.8,1,0.8,2.4,6.6,66.66666667,55.10204082,0
Kevin Bradshaw\kevin-bradshaw-1,JR,2010-11,F,UC-Riverside,Big West,31,24.7,1.8,3.4,5.2,0.5,0.6,0.5,1.6,3.3,7.6,54.83870968,46.03174603,0
Luke Devlin\luke-devlin-1,FR,2010-11,F,Albany (NY),AEC,32,30,2.1,4.8,6.9,0.8,0.7,0.4,1,2,7.4,73.33333333,40.90909091,31.25
Chris Evans\chris-evans-2,FR,2010-11,G,Sacred Heart,NEC,26,23.7,1.2,2,3.3,1.2,0.8,0.3,2.2,2.2,9.1,65.625,45.83333333,27.27272727
Jereme Richmond\jereme-richmond-1,FR,2010-11,F,Illinois,Big Ten,31,22.1,1.7,3.3,5,1.8,0.4,0.4,1.7,1.6,7.6,57.14285714,53.125,25
Larry Jackson\larry-jackson-1,SR,2010-11,F,Florida A&M,MEAC,32,25.3,1.8,4.1,6,0.4,0.5,0.3,1.8,3.1,7.3,53.48837209,46.2962963,0
Gary Redus\gary-redus-2,SR,2010-11,G-F,South Alabama,Sun Belt,28,29.5,1,2.8,3.8,2.3,1,0.9,1.6,2.6,8.4,84,36.98630137,34.48275862
Jeron Trotman\jeron-trotman-1,SO,2010-11,F,Centenary (LA),Summit,26,26.9,2.3,3.9,6.2,0.8,0.6,1.2,2.3,3.2,9,45.28301887,45.83333333,0
Dane DiLiegro\dane-diliegro-1,SR,2010-11,C,New Hampshire,AEC,27,28.4,2.9,5.3,8.2,0.5,0.6,0.3,1.8,2.9,8.7,71.42857143,52.38095238,0
James Gallman\james-gallman-1,SO,2010-11,G,Middle Tennessee,Sun Belt,31,20.9,0.3,1,1.3,1,0.5,0,0.9,1.9,7.5,81.25,39.68253968,36.84210526
Nick Hendra\nick-hendra-1,SR,2010-11,G,American,Patriot,31,32.9,0.5,3.1,3.6,4.3,0.9,0.2,2.1,2.4,7.5,62.5,41.26984127,28.57142857
Eric May\eric-may-1,SO,2010-11,G,Iowa,Big Ten,30,25,1,2,2.9,1.3,1.3,0.3,2,1.4,7.8,61.11111111,42.02898551,40.90909091
Gary McGhee\gary-mcghee-1,SR,2010-11,C,Pittsburgh,Big East,34,23,2.6,5.1,7.7,0.3,0.3,1.3,0.7,2.1,6.9,48.27586207,56.25,0
Kyle Riley\kyle-riley-1,SR,2010-11,G,Howard,MEAC,24,35.1,0.4,2.1,2.5,3.7,1.6,0,2.9,2.1,9.8,60.71428571,40.90909091,32.14285714
Ahmad Starks\ahmad-starks-1,FR,2010-11,G,Oregon State,Pac-10,30,22,0.2,0.7,0.9,1.5,0.6,0,1.2,1.4,7.8,88.88888889,35.44303797,32.55813953
Bo Amusa\bo-amusa-1,SR,2010-11,F,Alabama A&M,SWAC,28,20,1.3,2.7,4,0.6,0.9,1.3,1,2,8.3,64,50,60
Terrell Bell\terrell-bell-1,SR,2010-11,G-F,Virginia Tech,ACC,34,32.2,1.6,4.1,5.6,1.9,0.8,0.9,1.4,2.5,6.9,61.11111111,46.15384615,40.90909091
Josh Davis\josh-davis-3,SR,2010-11,G,Samford,Southern,31,25.1,0.5,2.5,3,0.9,0.8,0.1,1.2,1.5,7.5,93.33333333,36.50793651,31.25
Michael Griffin\michael-griffin-2,JR,2010-11,G,Prairie View,SWAC,27,26.3,0.6,2.3,2.9,3.4,1.5,0,2.4,2.1,8.6,58.82352941,32.32323232,28.57142857
David Rufful\david-rufful-1,JR,2010-11,G-F,Dartmouth,Ivy,28,26.8,0.8,3.8,4.6,1.1,1.3,0,1.5,2.6,8.3,66.66666667,40,37.03703704
Vincent Goldsberry\vincent-goldsberry-1,SR,2010-11,G,Coppin State,MEAC,28,23.8,0.7,1.5,2.2,3.2,1.1,0.1,1.8,1.4,8.3,75,46.15384615,16.66666667
Jamelle Horne\jamelle-horne-1,SR,2010-11,F,Arizona,Pac-10,38,18.1,0.8,2.6,3.3,0.8,0.3,0.4,0.9,2.4,6.1,80,44.68085106,39.28571429
Darius James\darius-james-1,SR,2010-11,G,Old Dominion,CAA,33,28.5,0.4,1.8,2.2,3.2,0.6,0,1.6,1.1,7,82.35294118,37.5,32.14285714
Duwan Kornegay\duwan-kornegay-1,SR,2010-11,G,Prairie View,SWAC,32,21.1,1.7,3.3,5,0.6,0.6,0.3,0.7,1.1,7.3,60,41.53846154,31.03448276
Tyler Newbold\tyler-newbold-1,SR,2010-11,G,Utah State,WAC,34,29.3,0.9,3.5,4.4,2.8,0.7,0.2,0.9,1.5,6.8,73.33333333,40.74074074,34.28571429
Danny Piepoli\danny-piepoli-1,SR,2010-11,F,Montana State,Big Sky,31,26.3,0.6,1.7,2.4,1,0.5,0,1.2,1.3,7.5,78.57142857,37.87878788,34.88372093
Terrell Smith\terrell-smith-1,SR,2010-11,G,Pacific,Big West,31,30.2,1.3,3.2,4.5,3.6,0.5,0.1,2.3,2.7,7.5,76.19047619,39.39393939,33.33333333
Brandon Tunnell\brandon-tunnell-1,SR,2010-11,G,Hampton,MEAC,33,27.3,0.5,1.8,2.3,4.3,0.8,0,2.3,1.8,7,68.96551724,45.28301887,27.27272727
Dorvell Carter\dorvell-carter-1,SO,2010-11,G-F,Marist,MAAC,30,22.9,0.9,2.6,3.5,1.2,0.7,0.1,1.1,1.4,7.7,68.42105263,41.79104478,28.57142857
Cooper Land\cooper-land-1,SR,2010-11,F,Wright State,Horizon,26,25.7,1.1,1.9,3,0.7,0.5,0,1.3,3.4,8.9,69.56521739,43.28358209,40.54054054
Drew Lundberg\drew-lundberg-1,JR,2010-11,G,North Dakota State,Summit,29,24.4,0.2,1.5,1.8,2,0.4,0,1.2,1.4,8,67.85714286,43.5483871,36.36363636
Eddie Williams\eddie-williams-1,SR,2010-11,G,Stephen F. Austin,Southland,29,32.4,1.1,3.8,4.9,3.6,1.2,0.1,1.9,2.3,8,56.52173913,37.03703704,26.92307692
Jamal Coombs-McDaniel\jamal-coombs-mcdaniel-1,SO,2010-11,F,Connecticut,Big East,41,16.6,0.5,2.1,2.6,0.5,0.2,0.2,0.7,1,5.6,84.61538462,41.66666667,30
Brian Oliver\brian-oliver-2,SO,2010-11,F,Georgia Tech,ACC,22,28,1.5,2.9,4.5,1.5,0.6,0.3,1.4,2.5,10.5,83.33333333,35.77981651,28.07017544
Kendal Brown-Surles\kendal-brown-surles-1,SO,2010-11,G,Southern Illinois,MVC,32,24.1,0.3,1.4,1.7,2.4,0.7,0.1,2.1,2.3,7.2,80,43.63636364,39.28571429
Luke Davis\luke-davis-1,FR,2010-11,G,Gardner-Webb,Big South,32,32.3,0.2,1.7,1.9,4.2,1.3,0,3,1.8,7.2,73.68421053,33.84615385,33.33333333
Corvonn Gaines\corvonn-gaines-1,SO,2010-11,G,East Carolina,CUSA,34,30.6,0.6,2.2,2.9,3.1,1.6,0.1,1.4,2.4,6.7,60,40,27.27272727
Dago Pena\dago-pena-1,JR,2010-11,G-F,Marshall,CUSA,32,21.4,0.8,2.2,2.9,1.1,0.7,0.1,0.9,1.2,7.2,61.53846154,41.07142857,41.46341463
Chris Blake\chris-blake-1,JR,2010-11,G,Detroit Mercy,Horizon,21,24.1,0.5,2.4,2.9,1.5,1,0.2,2.6,3,10.9,65.38461538,45.97701149,36.66666667
Freddy Coleman\freddy-coleman-1,SR,2010-11,G,North Dakota State,Summit,28,23.4,0.6,4.1,4.8,2.3,1.1,0.3,2.3,2.1,8.1,59.25925926,40.84507042,34.7826087
Demetrius Jemison\demetrius-jemison-1,SR,2010-11,F,Manhattan,MAAC,22,34,2.3,6.4,8.6,1.4,0.5,0.6,2.3,2.1,10.4,76.19047619,43.1372549,0
Lamar Kearse\lamar-kearse-1,FR,2010-11,G,NJIT,GWC,26,22.7,0.5,1.6,2.2,2.2,0.7,0,1.2,1.2,8.8,83.33333333,40.54054054,41.17647059
Scott Suggs\scott-suggs-1,JR,2010-11,G,Washington,Pac-10,31,18.3,0.5,1.5,1.9,1.1,0.3,0.2,1.1,1.8,7.4,80,49.09090909,45.71428571
Brad Haugabrook\brad-haugabrook-1,SR,2010-11,G,North Florida,A-Sun,34,28.4,0.5,1.6,2.1,3.3,0.4,0.1,2.6,2.1,6.7,62.5,40.29850746,25
Mike Walker\mike-walker-2,SR,2010-11,G,Southern Methodist,CUSA,33,28.7,0.2,1.2,1.3,1.5,0.8,0.1,1,2,6.9,78.94736842,40,36.11111111
Gregg Wooten\gregg-wooten-1,SO,2010-11,G,Samford,Southern,30,22.3,0.3,1.4,1.7,1.5,0.7,0,2.1,1.2,7.6,54.54545455,41.53846154,25
Taylor Broekhuis\taylor-broekhuis-1,SO,2010-11,F-C,Air Force,MWC,30,24.4,0.7,2.7,3.4,1.4,0.5,0.5,1.6,2.5,7.5,63.63636364,49.09090909,30
Coron Williams\coron-williams-1,FR,2010-11,G,Robert Morris,NEC,32,19.7,0.5,1.4,1.9,1.2,0.9,0.1,0.5,1.5,7.1,62.5,45.45454545,46.875
Brandon Brown\brandon-brown-2,SR,2010-11,F,Lipscomb,A-Sun,30,22.2,1.5,3.1,4.6,1.1,0.7,0.6,1.8,2.2,7.5,66.66666667,52.72727273,12.5
Preston Dodson\preston-dodson-1,SR,2010-11,F,Campbell,A-Sun,27,27.7,1.8,3.5,5.3,1.3,0.6,0.6,1.2,3,8.3,64.51612903,50.81967213,0
Lance Feurtado\lance-feurtado-1,SR,2010-11,G-F,Grambling,SWAC,33,22.7,0.9,1.7,2.6,0.8,0.3,0.1,1.2,1.6,6.8,68.42105263,38.70967742,33.33333333
Amric Fields\amric-fields-1,FR,2010-11,F,Texas Christian,MWC,33,19.5,0.9,1.9,2.8,0.4,0.5,0.6,1,2.3,6.8,57.14285714,46.66666667,30.76923077
Byron Fulton\byron-fulton-1,FR,2010-11,F,Weber State,Big Sky,32,19,0.9,2.6,3.5,0.6,0.2,0.2,0.9,2.6,7,66.66666667,44.26229508,50
Jared Maree\jared-maree-1,JR,2010-11,G,Texas-Rio Grande Valley,GWC,27,26,0.6,2.5,3.1,1.1,0.7,0.2,1.3,2.3,8.3,68,42.02898551,33.33333333
Levan Patsatsia\levan-patsatsia-1,SR,2010-11,G-F,Troy,Sun Belt,29,26.1,1.6,3.2,4.8,1.4,0.8,0.3,1.2,1.9,7.8,65.38461538,39.70588235,27.5862069
Ryan Pierson\ryan-pierson-1,FR,2010-11,F-C,Northeastern,CAA,30,25.9,1.5,2.2,3.7,0.7,0.3,0.5,1.2,3.2,7.5,84.21052632,45.45454545,0
Tyvon Williams\tyvon-williams-1,SR,2010-11,G,South Carolina State,MEAC,32,22.2,0.7,2.1,2.8,3.4,1.1,0.1,2.2,1.5,7,70.58823529,41.37931034,39.28571429
Ahmad Grant\ahmad-grant-1,SR,2010-11,G,North Carolina-Wilmington,CAA,29,29.7,0.6,2.1,2.7,1.3,0.4,0.7,1.3,2.1,7.7,83.33333333,40.29850746,41.93548387
Matt Griffin\matt-griffin-1,JR,2010-11,G,Boston University,AEC,35,24.8,0.6,2,2.6,1.5,0.5,0,0.9,1.9,6.4,81.81818182,40,44.11764706
Jack Houpt\jack-houpt-1,SO,2010-11,F,Western Illinois,Summit,30,29.6,0.6,2.9,3.4,1.4,0.3,0.3,1.2,2.1,7.5,88.88888889,43.33333333,35.71428571
Clint Steindl\clint-steindl-1,JR,2010-11,F,Saint Mary's (CA),WCC,34,23,0.5,2.2,2.7,1,0.4,0.2,0.6,1.6,6.6,50,42.59259259,42.5
Jabari Trotter\jabari-trotter-1,JR,2010-11,G,Dartmouth,Ivy,28,27.4,0.5,1.8,2.3,1.2,0.8,0.1,1.2,0.9,8,75,40.27777778,41.17647059
Walt Allen\walt-allen-1,SR,2010-11,F,Presbyterian,Big South,31,28.8,1.2,2.9,4.1,1.6,0.5,0.3,1.2,1.8,7.2,73.68421053,48,40.74074074
John Galvin\john-galvin-1,SR,2010-11,F,Fairleigh Dickinson,NEC,29,25.9,3.1,4.3,7.4,0.8,0.5,1,1.4,2.6,7.7,67.85714286,54.71698113,0
Omari Johnson\omari-johnson-1,SR,2010-11,F,Oregon State,Pac-10,31,26.7,1.9,4.4,6.2,1,0.8,0.3,1.5,1.4,7.2,52.94117647,46.03174603,22.72727273
Dion Waiters\dion-waiters-1,FR,2010-11,G,Syracuse,Big East,34,16.3,0.4,1.2,1.6,1.5,1.1,0.1,0.9,1.4,6.6,78.57142857,41.07142857,32
Bo Barnes\bo-barnes-1,FR,2010-11,G,Hawaii,WAC,32,23.3,0.2,1.5,1.8,0.7,0.5,0,0.8,1.8,6.9,71.42857143,36.84210526,39.13043478
Andrew Beinert\andrew-beinert-1,SR,2010-11,G,Holy Cross,Patriot,29,29.4,0.4,2.6,3,4.1,0.9,0,2.1,2.4,7.7,54.54545455,39.3442623,37.5
Johathan Brooks\johathan-brooks-1,JR,2010-11,F,Charleston Southern,Big South,31,23.2,2.2,4.5,6.7,1.1,1.3,1,1.4,2.5,7.1,83.33333333,46.26865672,0
Stephen Franklin\stephen-franklin-1,JR,2010-11,F,Texas-San Antonio,Southland,34,24.1,1.1,3,4.1,1.7,0.7,0.3,1.6,3.2,6.5,73.07692308,39.58333333,36.84210526
Graham Hatch\graham-hatch-1,SR,2010-11,G,Wichita State,MVC,36,21.9,1,1.5,2.6,1.4,0.6,0.1,1.3,2.1,6.1,66.66666667,48.7804878,46.15384615
Matt Mierzycki\matt-mierzycki-1,SR,2010-11,F,Texas-Rio Grande Valley,GWC,31,25.2,2.2,3.6,5.8,1.7,0.5,0.1,2.3,3.3,7.1,63.63636364,35.59322034,25
Shannon Shorter\shannon-shorter-1,SR,2010-11,G,North Texas,Sun Belt,33,24,0.8,3.2,4.1,1.6,0.5,0.1,1.5,2,6.7,79.16666667,46,16.66666667
Quintrell Thomas\quintrell-thomas-1,SO,2010-11,F,Nevada-Las Vegas,MWC,33,15.4,1.9,3.2,5.2,0.3,0.3,0.7,1.2,2.3,6.7,66.66666667,53.33333333,0
Marquise Carter\marquise-carter-1,JR,2010-11,G,Gonzaga,WCC,35,19.3,0.4,1.2,1.6,2.1,0.9,0.1,1.1,1.5,6.3,84.21052632,46.51162791,37.5
Tony Lewis\tony-lewis-2,SR,2010-11,F,Illinois State,MVC,31,19.1,2.4,4.2,6.6,0.7,0.5,0.1,1.7,1.8,7.1,70.83333333,50.94339623,0
Josh Thompson\josh-thompson-2,SO,2010-11,F,Wagner,NEC,30,24.5,1.7,2.3,4.1,1.7,1.1,0.5,1.5,3.3,7.3,72.4137931,43.33333333,33.33333333
