Rk,Player,Class,Season,Pos,School,Conf,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTPER,FGPER,3PPER
1117,Josh Newkirk\josh-newkirk-1,JR,2016-17,G,Indiana,Big Ten,27.1,3.3,7.5,2.3,5,0.9,2.5,1.3,1.8,0.6,2.4,3,3.2,0.6,0.2,2.2,3,8.7,72.22222222,44,36
1118,Conner Frankamp\conner-frankamp-1,JR,2016-17,G,Wichita State,MVC,23.2,2.9,6.4,1,2.1,1.9,4.3,0.6,0.8,0.2,1.4,1.6,2.7,0.8,0.2,0.6,0.8,8.4,75,45.3125,44.18604651
1119,Kevin Huerter\kevin-huerter-1,FR,2016-17,G,Maryland,Big Ten,29,3.3,7.7,1.3,2.5,1.9,5.2,0.5,0.8,0.6,4.5,5,2.5,0.8,0.8,1.3,1.5,9,62.5,42.85714286,36.53846154
1120,Derric Jean\derric-jean-1,SO,2016-17,G,Louisiana Tech,CUSA,29.8,2.8,7.5,1.7,4,1.1,3.5,2.3,3.1,1.1,1.9,3,3.4,1.1,0.3,1.7,2.1,9,74.19354839,37.33333333,31.42857143
1121,Obi Okolie\obi-okolie-1,SO,2016-17,G,Brown,Ivy,29.2,3.4,7.7,2.5,5.3,0.8,2.4,2.2,3.3,0.8,3.2,4,1.3,0.5,0,1.8,1.9,9.8,66.66666667,44.15584416,33.33333333
1122,Clemmye Owens\clemmye-owens-1,SR,2016-17,G,Chicago State,WAC,25.6,3.1,7.6,1.6,3.6,1.5,4,0.9,1.2,0.6,1.8,2.4,2,0.8,0.1,1.1,1.9,8.7,75,40.78947368,37.5
1123,Katin Reinhardt\katin-reinhardt-1,SR,2016-17,G,Marquette,Big East,25.8,3.4,8.9,1.4,3.6,2,5.3,1.8,2.1,0.7,2.1,2.8,2,0.8,0.1,1.3,1.4,10.6,85.71428571,38.20224719,37.73584906
1124,Dominic Robb\dominic-robb-1,SO,2016-17,F,Niagara,MAAC,26.4,3.5,7.6,3.5,7.6,0,0,1.7,2.7,2.1,4.3,6.4,0.7,0.2,2.5,1,3.3,8.7,62.96296296,46.05263158,0
1125,Zoran Talley\zoran-talley-1,SO,2016-17,F,Old Dominion,CUSA,24,5.1,11.1,5.1,10.6,0.1,0.5,1.5,2.5,1.2,2.4,3.5,1.9,0.4,0.2,1.8,2.1,11.7,60,45.94594595,20
1126,Leon Gilmore\leon-gilmore-1,JR,2016-17,F,Stephen F. Austin,Southland,25.1,3.9,8.4,3.8,7.3,0.1,1.1,2.3,3.7,2.1,3.8,6,1.5,0.9,0.2,2.3,2.5,10.1,62.16216216,46.42857143,9.090909091
1127,Jerry Johnson Jr.\jerry-johnsonjr-1,SO,2016-17,G,Fairfield,MAAC,28.6,3.8,9.6,1.3,2.6,2.5,7,1.7,2.1,0.4,3,3.4,1.6,0.6,0.1,1.2,2,11.7,80.95238095,39.58333333,35.71428571
1128,Josh Nzeakor\josh-nzeakor-1,SO,2016-17,F,Lamar,Southland,21.3,3.8,6.2,3.8,6.2,0,0,1.6,3.2,2.2,3.2,5.4,0.5,0.5,0.8,1.5,2.5,9.3,50,61.29032258,0
1129,Kemy Osse\kemy-osse-1,SR,2016-17,G,Arkansas-Little Rock,Sun Belt,25.5,3,7.1,1.2,2.2,1.8,4.9,1,1.4,0.5,2.7,3.2,1.2,0.7,0.2,0.8,2,9,71.42857143,42.25352113,36.73469388
1130,Kaelon Wilson\kaelon-wilson-1,JR,2016-17,G,Texas-Arlington,Sun Belt,19.6,3.4,6.3,3,4.6,0.4,1.8,2.2,3.4,0.8,1.6,2.5,1,0.9,0.2,1.3,1.7,9.3,64.70588235,53.96825397,22.22222222
1131,Trey Chapman\trey-chapman-1,SR,2016-17,F,Virginia Military Institute,Southern,24.9,3.4,7.3,3,5.4,0.5,1.9,1.9,3,1.7,3,4.7,0.8,0.3,0.8,1.3,2.9,9.3,63.33333333,46.57534247,26.31578947
1132,Muusa Dama\muusa-dama-1,JR,2016-17,F,Eastern Illinois,OVC,27.2,3.5,6.7,3.5,6.7,0,0,2,2.8,2.8,6.7,9.5,0.5,0.7,2.2,2,3.5,8.9,71.42857143,52.23880597,0
1133,Griffin Kinney\griffin-kinney-1,JR,2016-17,F,Appalachian State,Sun Belt,22.5,3.3,6.3,3.2,6.1,0.1,0.2,3.1,4.8,1.8,4.5,6.3,1.4,0.5,0.5,2.6,2.8,9.7,64.58333333,52.38095238,50
1134,Brandan Stith\brandan-stith-1,JR,2016-17,F,Old Dominion,CUSA,25.6,3.9,7.6,3.8,7.5,0,0.2,2.8,4.3,2.6,4.3,7,1.3,0.9,1.5,1.4,2.3,10.5,65.11627907,51.31578947,0
1135,Carlos Anderson\carlos-anderson-1,SO,2016-17,G,Southern Illinois-Edwardsville,OVC,26.3,3,7.7,2.7,6.1,0.3,1.6,2.4,3.4,0.8,2.4,3.2,1.3,0.7,0,2,1.9,8.6,70.58823529,38.96103896,18.75
1136,Corey Baldwin\corey-baldwin-1,SR,2016-17,G,North Dakota,Big Sky,26.7,3.5,7.9,1.3,2.6,2.2,5.3,0.9,1.6,0.6,3,3.5,1.3,1.2,0.2,1.6,2.1,10,56.25,44.30379747,41.50943396
1137,Justin Bibbs\justin-bibbs-1,JR,2016-17,G,Virginia Tech,ACC,30.1,3.2,8.1,1.3,3.4,1.9,4.7,1,1.4,0.4,2.4,2.8,1.5,0.4,0.1,1.2,2.2,9.2,71.42857143,39.50617284,40.42553191
1138,Darreon Reddick\darreon-reddick-1,JR,2016-17,G,Tennessee State,OVC,29.6,3.1,8.7,1.4,3.8,1.8,4.8,1.2,1.8,0.1,2,2,1.2,0.4,0,1.3,1.7,9.2,66.66666667,35.63218391,37.5
1139,Taurean Thompson\taurean-thompson-1,FR,2016-17,F,Syracuse,ACC,16.8,3.6,6.4,3.5,6,0.1,0.4,1.3,2.1,1,2.2,3.1,0.6,0.6,0.9,1.2,2.4,8.6,61.9047619,56.25,25
1140,Hasan Abdullah\hasan-abdullah-1,SO,2016-17,G,Navy,Patriot,28.1,2.9,8,1.3,3.6,1.6,4.4,1,1.7,0.7,2.1,2.8,3.2,1.9,0.1,2.6,2.4,8.5,58.82352941,36.25,36.36363636
1141,Lovell Cabbil\lovell-cabbil-1,SO,2016-17,G,Liberty,Big South,27.8,3.2,7.1,2,3.6,1.2,3.6,1.6,1.9,0.3,2.8,3.1,2,1.3,0.2,1.2,2.6,9.2,84.21052632,45.07042254,33.33333333
1142,Cazmon Hayes\cazmon-hayes-1,SR,2016-17,G,Delaware,CAA,27,3,8.3,2.1,5.1,0.8,3.3,1.8,2.4,0.7,2.8,3.5,1.8,0.6,0.7,1.7,1.5,8.5,75,36.14457831,24.24242424
1143,Demontrae Jefferson\demontrae-jefferson-1,FR,2016-17,G,Texas Southern,SWAC,31.1,4.2,12.9,3,7.9,1.2,5,3.3,5,0.3,1.2,1.6,2.7,0.7,0,3.3,1.7,12.8,66,32.55813953,24
1144,Warren Jones\warren-jones-1,SR,2016-17,G,Green Bay,Horizon,19.9,3,6.7,1.5,3,1.4,3.7,2.7,3.5,0.4,1.9,2.3,2.3,1.3,0.2,1.2,2,10,77.14285714,44.7761194,37.83783784
1145,Isaiah Ross\isaiah-ross-1,FR,2016-17,G,Missouri-Kansas City,WAC,17.9,2.7,6.7,0.7,1.6,2,5.1,1,1.2,0.4,1.6,2,0.6,0.5,0,0.9,2.1,8.5,83.33333333,40.29850746,39.21568627
1146,Tarin Smith\tarin-smith-1,SO,2016-17,G,Duquesne,A-10,28.3,3.2,8.2,2.8,6.3,0.3,1.8,2.2,3.4,0.5,3.1,3.6,3.2,1,0.3,2.1,1.2,8.8,64.70588235,39.02439024,16.66666667
1147,Myles Stephens\myles-stephens-1,SO,2016-17,G,Princeton,Ivy,26.2,4.3,8.6,3.3,6.1,1,2.5,1.3,2.1,1.4,2.8,4.2,1.1,0.5,0.6,1.4,1.5,11,61.9047619,50,40
1148,Brent Calhoun\brent-calhoun-1,SR,2016-17,C,IPFW,Summit,19.6,3.7,6.7,3.7,6.7,0,0,1.1,1.4,1.9,4.3,6.2,1,0.5,1.7,1.7,2.6,8.5,78.57142857,55.2238806,0
1149,Antonio Campbell\antonio-campbell-1,SR,2016-17,F,Ohio,MAC,23.9,6.3,11.9,4.6,7.3,1.6,4.6,2.1,3.3,1.8,7.1,8.9,0.8,0.6,1.1,1.9,3.5,16.4,63.63636364,52.94117647,34.7826087
1150,Reginald Gee\reginald-gee-1,FR,2016-17,G,Alabama State,SWAC,22.5,3,7.9,1.5,3.8,1.4,4.1,2.2,3.2,0.9,2.3,3.2,0.5,0.5,0.1,1.3,1.4,9.5,68.75,37.97468354,34.14634146
1151,Cody Helgeland\cody-helgeland-1,JR,2016-17,F,Jacksonville,A-Sun,26.9,2.9,6.8,1,2.2,1.9,4.6,1.5,1.7,0.8,2.5,3.3,1.5,0.8,0.2,1.2,2.4,9.2,88.23529412,42.64705882,41.30434783
1152,Michael Humphrey\michael-humphrey-1,JR,2016-17,F,Stanford,Pac-12,23.9,3.8,8.5,3.6,7.6,0.2,1,1.8,2.3,2.4,4.2,6.5,1.1,0.8,0.7,1.6,3.4,9.5,78.26086957,44.70588235,20
1153,A.J. Merriweather\aj-merriweather-1,SR,2016-17,G,East Tennessee State,Southern,23.6,2.8,5.9,2.2,4.3,0.6,1.5,2.2,2.8,1.1,2.4,3.5,1.4,1.7,0.1,1.8,2.6,8.5,78.57142857,47.45762712,40
1154,Shaquille Morris\shaquille-morris-1,JR,2016-17,C,Wichita State,MVC,17.5,3.5,6.8,3.3,6.3,0.2,0.5,1.7,2.2,1,3.8,4.8,0.8,0.4,1,1.3,2.4,8.8,77.27272727,51.47058824,40
1155,Grant Mullins\grant-mullins-1,SR,2016-17,G,University of California,Pac-12,30.5,3.2,7.9,1,2.8,2.2,5.1,1.3,1.7,0.3,3.2,3.5,1.9,0.7,0.1,1.3,1.6,10,76.47058824,40.50632911,43.1372549
1156,Ghiavonni Robinson\ghiavonni-robinson-1,SR,2016-17,G,Arkansas-Pine Bluff,SWAC,28.4,3.2,8.8,1.8,4.2,1.3,4.5,1.9,2.5,0.8,2.8,3.5,1.5,1,0.1,2,1.7,9.5,76,36.36363636,28.88888889
1157,Calvin Crawford\calvin-crawford-1,JR,2016-17,F,Manhattan,MAAC,22.2,3.3,7.6,2.4,4.8,0.9,2.8,1.2,1.5,1.1,2.7,3.8,0.7,0.8,0.4,1.6,2.5,8.8,80,43.42105263,32.14285714
1158,Jaylen Franklin\jaylen-franklin-1,SO,2016-17,G,Abilene Christian,Southland,34,4.4,9.7,4.2,8.5,0.2,1.2,1.8,4.2,0.4,3.6,4,4.1,1.8,0.2,2.7,2.4,10.9,42.85714286,45.36082474,16.66666667
1159,Tre Harris\tre-harris-1,SO,2016-17,G,Southern Illinois-Edwardsville,OVC,24.3,4.3,12.2,1.6,5,2.7,7.2,2.1,2.9,0.8,3,3.8,0.7,0.6,0,2.1,2.4,13.4,72.4137931,35.24590164,37.5
1160,Kyndahl Hill\kyndahl-hill-1,SR,2016-17,F,Weber State,Big Sky,29.4,3.4,6.7,3.4,6.6,0,0.1,3,4,2.3,5,7.3,1.5,0.7,1.4,1.6,2.8,9.9,75,50.74626866,0
1161,Casey Jones\casey-jones-1,SR,2016-17,G,Chattanooga,Southern,22.2,4,7.1,3.5,5.7,0.5,1.4,1.4,1.8,1.4,2.3,3.7,1.4,0.7,0.3,1.8,2,9.9,77.77777778,56.33802817,35.71428571
1162,Michael Oguine\michael-oguine-1,SO,2016-17,G,Montana,Big Sky,27.4,3.6,7.3,2.9,5.3,0.7,2,3.5,4.5,1.9,4.5,6.4,1.6,1.3,0.4,1.4,3.3,11.4,77.77777778,49.31506849,35
1163,Malcolm Regisford\malcolm-regisford-1,SO,2016-17,F,Colgate,Patriot,25.5,3.1,6.3,3,6.1,0,0.1,2,3.6,2.1,5.1,7.3,1.1,0.3,0.9,2.1,2.6,8.1,55.55555556,49.20634921,0
1164,Sterling Taplin\sterling-taplin-1,SO,2016-17,G,Tulsa,AAC,28.1,3,7.2,2.2,5.2,0.8,2.1,2.4,2.9,0.5,2.6,3.1,3.4,1.1,0.1,2.5,2.8,9.1,82.75862069,41.66666667,38.0952381
1165,A.J. Turner\aj-turner-1,SO,2016-17,F,Boston College,ACC,30.7,3,7.2,1.5,3,1.5,4.1,0.9,1.3,0.6,3,3.6,3.3,0.6,0.3,0.9,1.4,8.4,69.23076923,41.66666667,36.58536585
1166,Jamal Wright\jamal-wright-1,FR,2016-17,G,High Point,Big South,29,2.8,6.8,1.7,3.7,1.1,3.1,1.7,2.5,0.2,2.1,2.3,3.6,1.3,0.1,2.1,2.4,8.4,68,41.17647059,35.48387097
1167,Carlton Hurst\carlton-hurst-1,JR,2016-17,G,South Dakota,Summit,28.5,2.5,5.1,1.8,3.6,0.8,1.5,2.4,3.1,1.7,3.6,5.3,0.9,0.8,0.6,1,1.9,8.1,77.41935484,49.01960784,53.33333333
1168,Jarred Dixon\jarred-dixon-1,SO,2016-17,G,Missouri State,MVC,21.2,3.1,7.5,2.7,6.1,0.4,1.5,1.5,1.9,0.7,1.8,2.5,2,0.9,0.3,1.1,1.8,8.1,78.94736842,41.33333333,26.66666667
1169,Justin Gray\justin-gray-2,JR,2016-17,F,Texas Tech,Big 12,28.5,3.5,6.2,3.3,5.3,0.2,0.9,1.6,2.2,1.7,3.8,5.4,1.9,0.9,0.8,1.4,2.6,8.7,72.72727273,56.4516129,22.22222222
1170,Logan McIntosh\logan-mcintosh-1,JR,2016-17,G,Maryland-Eastern Shore,MEAC,29.9,3.1,7.2,2.7,6,0.3,1.2,2.2,3.5,0.6,2.4,3,4.7,0.8,0.1,2.1,2.5,8.7,62.85714286,43.05555556,25
1171,Don MuepoKelly\dj-muepo-1,SR,2016-17,F,South Alabama,Sun Belt,22.6,3.5,6.7,3.5,6.7,0,0,2.1,3.7,2.2,3.2,5.5,0.9,1.3,1.2,1.3,2.5,9,56.75675676,52.23880597,0
1172,Paulius Satkus\paulius-satkus-1,SR,2016-17,F,James Madison,CAA,19,3.4,5.8,3.3,5.6,0.1,0.2,1.8,2.5,1.2,2.3,3.5,1,0.2,0.2,1.7,2.3,8.7,72,58.62068966,50
1173,Elmo Stephen\elmo-stephen-1,SR,2016-17,F,Florida International,CUSA,23.3,3.4,7.7,1.7,3.3,1.7,4.4,1.4,1.8,0.6,2.1,2.7,0.8,0.3,0,0.9,1.3,9.8,77.77777778,44.15584416,38.63636364
1174,Thomas Welsh\thomas-welsh-1,JR,2016-17,C,UCLA,Pac-12,24.8,4.5,7.8,4.5,7.8,0,0,1.4,1.5,2,6.3,8.3,0.8,0.4,1.5,0.5,2.5,10.3,93.33333333,57.69230769,0
1175,Paulius Zalys\paulius-zalys-1,SO,2016-17,F,Lafayette,Patriot,22.5,3.3,7.3,2.2,4,1.1,3.3,1.1,1.6,0.8,3.3,4,1.6,0.4,0.2,2.3,2.1,8.7,68.75,45.20547945,33.33333333
1176,Luke Morrison\luke-morrison-1,JR,2016-17,F,Army,Patriot,19.6,3.2,8.3,0.9,1.5,2.4,6.8,0.2,0.2,0.8,3.8,4.6,0.6,0.5,0.3,1.1,1.9,9,100,38.55421687,35.29411765
1177,Ambrose Mosley\ambrose-mosley-1,SR,2016-17,G,North Carolina-Wilmington,CAA,23.6,2.9,6.5,0.7,1.4,2.1,5.1,0.5,0.7,0.8,1.7,2.5,1,0.7,0.1,0.7,2.3,8.3,71.42857143,44.61538462,41.17647059
1178,Chance Murray\chance-murray-1,JR,2016-17,G,UC-Riverside,Big West,31.7,3.8,10,3,6.6,0.9,3.4,2.2,3.8,0.4,4.9,5.3,2.8,1.2,0.2,2,2,10.7,57.89473684,38,26.47058824
1179,Delano Spencer\delano-spencer-1,JR,2016-17,G,Tennessee State,OVC,23,3,7,0.8,1.6,2.2,5.3,0.9,1,0.3,1.7,2,0.8,0.5,0,1,2,9,90,42.85714286,41.50943396
1180,Nick Stover\nick-stover-1,SR,2016-17,F,South Alabama,Sun Belt,22.3,3.4,7.6,2.3,4.4,1.2,3.3,1.4,1.7,1.1,1.9,3,1.4,0.4,0.3,1.8,1.9,9.4,82.35294118,44.73684211,36.36363636
1181,Seth Towns\seth-towns-1,FR,2016-17,F,Harvard,Ivy,23.3,3.7,9.2,2.5,6,1.1,3.1,2.2,2.8,1.1,2.7,3.8,1.4,1,0.6,2.6,3,10.7,78.57142857,40.2173913,35.48387097
1182,De'Monte Buckingham\demonte-buckingham-1,FR,2016-17,G,Richmond,A-10,28.6,3,7.1,2.1,3.9,0.9,3.2,2,2.8,1.4,4.6,6,1.9,1.5,0.9,2,3.4,9,71.42857143,42.25352113,28.125
1183,Charles Callison\charles-callison-1,SR,2016-17,G,Washington State,Pac-12,26.5,3.2,7.2,2,4.2,1.3,3,1.2,1.4,0.2,1.5,1.7,2.1,1.3,0.4,1.6,2.3,9,85.71428571,44.44444444,43.33333333
1184,Ed Drew\ed-drew-1,SR,2016-17,F,Presbyterian,Big South,25.6,3.2,7.7,3.2,7.3,0,0.3,2.2,3,2.5,3.2,5.7,0.5,0.9,0.9,1.8,2.2,8.6,73.33333333,41.55844156,0
1185,Joey Frenchwood\joseph-frenchwood-1,JR,2016-17,G,Lamar,Southland,27,3.3,8.2,2,4,1.2,4.1,1.2,1.9,0.2,1.7,2,4.6,1.6,0.1,2.5,2.4,9,63.15789474,40.24390244,29.26829268
1186,Dylan Frye\dylan-frye-1,FR,2016-17,G,Bowling Green State,MAC,22.4,3.2,7.1,2,4,1.2,3.1,1,1.4,0.5,1.6,2.2,1.2,0.6,0,1.2,2.3,8.6,71.42857143,45.07042254,38.70967742
1187,Kevin Johnson\kevin-johnson-6,SR,2016-17,G,Cincinnati,AAC,28.1,3.1,7.8,1.6,3.2,1.5,4.6,1,1.2,0.6,1.6,2.2,1.3,1.4,0.2,1.2,1.8,8.6,83.33333333,39.74358974,32.60869565
1188,Jaquan Lynch\jaquan-lynch-1,SR,2016-17,G,Arkansas-Pine Bluff,SWAC,24.3,2.9,7.4,1.6,3.9,1.3,3.4,1.3,1.6,0.6,1.8,2.3,2.1,1.5,0.1,1.4,1.9,8.3,81.25,39.18918919,38.23529412
1189,Riley Norris\riley-norris-1,JR,2016-17,G,Alabama,SEC,28,3.1,7.8,1.8,3.6,1.3,4.2,1.4,1.9,1.4,2.5,3.8,0.8,0.8,0.1,1,2.2,9,73.68421053,39.74358974,30.95238095
1190,Donte Thomas\donte-thomas-2,SR,2016-17,G,Arkansas State,Sun Belt,27.7,2.7,7.3,2.4,6.2,0.3,1.2,2.8,4.7,0.7,3.5,4.2,5.9,0.9,0.2,2.7,2.4,8.6,59.57446809,36.98630137,25
1191,Miles Wright\miles-wright-1,JR,2016-17,G,Dartmouth,Ivy,30.7,4,10.1,2.2,5.3,1.7,4.9,1,1.4,1.7,3.2,4.9,1,1,0.2,2.2,1.7,10.7,71.42857143,39.6039604,34.69387755
1192,Greg Alexander\greg-alexander-1,JR,2016-17,G,Mount St. Mary's,NEC,25.8,2.9,7.2,0.6,1.2,2.3,6.1,0.4,0.6,0.3,2,2.3,0.2,0.5,0.4,0.6,1.2,8.6,66.66666667,40.27777778,37.70491803
1193,Jordan Ashton\jordan-ashton-1,SR,2016-17,G,Northern Iowa,MVC,32.6,2.8,6.7,1.2,3,1.6,3.7,1.3,1.7,0.5,3.2,3.7,1.3,0.9,0.3,1,1.7,8.6,76.47058824,41.79104478,43.24324324
1194,Conner Avants\conner-avants-1,SO,2016-17,F,North Dakota,Big Sky,22.6,4.3,7.4,4.3,7,0,0.3,1.5,1.9,2.3,2.5,4.8,0.6,0.6,0.6,1.3,2.9,10.1,78.94736842,58.10810811,0
1195,Matej Buovac\matej-buovac-1,SR,2016-17,F,Sacred Heart,NEC,22.4,2.8,7.5,0.6,1.6,2.1,6,1.7,2.1,0.7,2.2,2.9,0.5,0.5,0.1,0.9,1.5,9.3,80.95238095,37.33333333,35
1196,Sean Hoehn\sean-hoehn-1,SO,2016-17,G,Sacred Heart,NEC,28.3,2.8,7.4,1.1,3,1.6,4.4,1.1,1.3,0.5,2.4,2.9,3.2,1.3,0,2.3,2.3,8.3,84.61538462,37.83783784,36.36363636
1197,Dejon Jarreau\dejon-jarreau-1,FR,2016-17,G,Massachusetts,A-10,24.3,3.1,7.5,2.5,4.6,0.6,2.9,2.5,3.8,0.4,3.3,3.7,4.6,1.1,0.8,3.3,2.5,9.3,65.78947368,41.33333333,20.68965517
1198,Dikymbe Martin\dikymbe-martin-1,FR,2016-17,G,UC-Riverside,Big West,26.9,3.9,8.4,2.9,5.8,1,2.6,0.8,1,0.4,2,2.4,2.5,1.7,0.1,1.8,1.9,9.7,80,46.42857143,38.46153846
1199,Josh Perkins\josh-perkins-1,SO,2016-17,G,Gonzaga,WCC,29.7,2.8,6.5,1,2.2,1.8,4.3,1.4,1.9,0.2,1.9,2.1,3.7,1,0.1,2.2,1.8,8.9,73.68421053,43.07692308,41.86046512
1200,Shane Rector\shane-rector-1,SR,2016-17,G,Utah State,MWC,24.2,3.2,7,2.2,4.4,1,2.6,2.4,3.5,0.3,2.3,2.5,2.4,1.2,0.3,1.9,1.9,9.7,68.57142857,45.71428571,38.46153846
1201,Ben Richardson\ben-richardson-1,JR,2016-17,G,Loyola (IL),MVC,31.9,2.8,6.4,1.3,2.8,1.5,3.6,0.9,1.3,0.3,2.8,3,3.1,1.3,0.3,1.3,2.8,8,69.23076923,43.75,41.66666667
1202,Keith Shivers\keith-shivers-1,SR,2016-17,G,Coppin State,MEAC,27.1,3.2,8.4,2.3,5.4,0.9,3,0.9,2,1,2.6,3.6,1.9,1.1,0.3,1.7,2.5,8.3,45,38.0952381,30
1203,Xavier Sneed\xavier-sneed-1,FR,2016-17,F,Kansas State,Big 12,20.2,2.8,6,1.4,2.4,1.3,3.7,1.7,2.3,1,2,3,0.8,1,0.3,1.2,2.3,8.6,73.91304348,46.66666667,35.13513514
1204,Lew Stallworth\lew-stallworth-1,SO,2016-17,G,Texas-Rio Grande Valley,WAC,26,2.7,6.2,2.1,4.1,0.6,2.1,2.1,3,0.4,1.9,2.3,3.8,1.2,0.1,2.4,2,8.3,70,43.5483871,28.57142857
1205,Ore Arogundade\ore-arogundade-1,JR,2016-17,G,Drake,MVC,21.6,3,7.2,1.6,3.6,1.4,3.6,0.8,1.1,1.1,2.4,3.5,1.1,1,0.1,1.1,1.9,8.2,72.72727273,41.66666667,38.88888889
1206,Aaron Brennan\aaron-brennan-1,JR,2016-17,F,IUPUI,Summit,18.2,3.1,6.1,2.3,4.5,0.8,1.7,1.2,1.6,0.9,2.3,3.2,0.8,0.5,0.3,1,2.3,8.2,75,50.81967213,47.05882353
1207,Shaq Calhoun\shaq-calhoun-1,JR,2016-17,G,South Alabama,Sun Belt,23.5,2.8,8.6,1.4,3.6,1.4,5,1.8,2.4,0.5,2,2.5,1,1.5,0.1,1.4,3.2,8.9,75,32.55813953,28
1208,Shaquille Cleare\shaquille-cleare-1,SR,2016-17,F,Texas,Big 12,21.7,3.5,6.7,3.5,6.7,0,0,1.5,2,1.6,3.2,4.8,0.6,0.3,0.5,1.3,2.5,8.5,75,52.23880597,0
1209,Josh Cuthbertson\josh-cuthbertson-1,SR,2016-17,F,South Carolina Upstate,A-Sun,28.8,3,6.9,1.9,3.5,1.1,3.4,1.1,1.6,1.1,2.7,3.7,3.6,0.4,0.1,1.7,1.6,8.2,68.75,43.47826087,32.35294118
1210,Terry Harris Jr\terry-harrisjr-1,SR,2016-17,F,Coppin State,MEAC,26.4,3,8.9,2.5,6.5,0.5,2.4,2.8,3.5,1.4,3.9,5.3,1,0.8,0.5,1.6,2.5,9.3,80,33.70786517,20.83333333
1211,Tevin Mack\tevin-mack-1,SO,2016-17,G,Texas,Big 12,31.3,5.3,11.5,3,5.7,2.3,5.7,2,3.4,1.5,3.4,4.9,0.8,0.5,0.5,1.4,1.6,14.8,58.82352941,46.08695652,40.35087719
1212,Sam Merrill\sam-merrill-1,FR,2016-17,G,Utah State,MWC,25.1,3.1,7,1.6,3.8,1.4,3.2,1.3,1.4,0.5,2.4,2.9,2.6,0.9,0.2,1.1,2.5,8.9,92.85714286,44.28571429,43.75
1213,Angel Rivera\angel-rivera-2,JR,2016-17,G,Stetson,A-Sun,30.9,2.9,6.8,2,4.2,0.8,2.7,1.9,2.5,0.3,2.8,3.1,5.4,0.9,0,1.7,2.2,8.5,76,42.64705882,29.62962963
1214,Rashaan Surles\rashaan-surles-1,SR,2016-17,G,Mississippi Valley State,SWAC,24.6,3.3,7.8,2.8,5.8,0.5,2.1,1.7,2.3,0.6,2,2.6,2.1,1.6,0.7,2,1.9,8.9,73.91304348,42.30769231,23.80952381
1215,Anthony Townes\anthony-townes-1,SO,2016-17,F,Pacific,WCC,21.5,4,7.4,4,7.4,0,0,1.2,2,2.7,4,6.7,0.5,0.6,0.7,1.3,2.9,9.3,60,54.05405405,0
1216,Leo Vincent\leo-vincent-1,SR,2016-17,G,Southern Illinois,MVC,24.2,2.9,7.8,1.3,3.1,1.6,4.7,1,1.3,0.4,1.4,1.9,1.1,0.5,0.1,1.4,1.4,8.2,76.92307692,37.17948718,34.04255319
1217,Avery Woodson\avery-woodson-1,SR,2016-17,G,Butler,Big East,21.9,3,7,1,1.9,2,5.1,0.5,0.7,0.2,2.4,2.7,0.8,0.3,0.2,0.4,1.7,8.5,71.42857143,42.85714286,39.21568627
1218,Anton Beard\anton-beard-1,JR,2016-17,G,Arkansas,SEC,22.5,2.7,6.3,1.7,3.8,1,2.5,2,2.7,0.9,1.2,2.2,2,1,0,1.3,2.2,8.5,74.07407407,42.85714286,40
1219,Georgi Boyanov\georgi-boyanov-1,SR,2016-17,F,South Alabama,Sun Belt,21.7,3.5,6.4,2.7,4.8,0.8,1.6,1.5,2.6,1.9,2.8,4.7,0.9,0.5,0.1,1.2,1.4,9.2,57.69230769,54.6875,50
1220,Zach Brown\zach-brown-2,JR,2016-17,F,Wichita State,MVC,20.4,2.5,6,1.4,2.8,1.1,3.3,1.9,2.8,1.1,2.1,3.2,1.8,0.7,0.2,1,1.9,7.9,67.85714286,41.66666667,33.33333333
1221,Zylan Cheatham\zylan-cheatham-1,SO,2016-17,F,San Diego State,MWC,25.1,3.2,6,3.1,5.5,0.1,0.5,3.2,4.1,2,4.3,6.3,1.6,1.1,0.6,2.1,2.7,9.6,78.04878049,53.33333333,20
1222,Tevin Glass\tevin-glass-1,SR,2016-17,F,East Tennessee State,Southern,21.1,3,5.7,2.9,5.1,0.1,0.6,2,2.9,1.5,4.4,5.9,1.1,0.8,0.4,1.5,2,8.2,68.96551724,52.63157895,16.66666667
1223,Steven Haney\steven-haney-1,JR,2016-17,G,Loyola Marymount,WCC,24.6,3.2,7.9,1.2,2.5,2,5.4,0.6,0.6,0.2,2.9,3.1,1.1,0.5,0,0.8,1.6,8.8,100,40.50632911,37.03703704
1224,Danrad Knowles\danrad-knowles-1,SR,2016-17,F,Houston,AAC,24,3.1,6.8,3.1,6.4,0,0.4,2.2,3.5,1.9,2.2,4.1,0.5,0.3,1,1,2.8,8.5,62.85714286,45.58823529,0
1225,Sayeed Pridgett\sayeed-pridgett-1,FR,2016-17,G,Montana,Big Sky,19.7,3.3,6.4,3.3,6,0,0.4,1.8,2.3,1,2.8,3.9,1.3,0.3,0.4,1.5,2.4,8.5,78.26086957,51.5625,0
1226,Joe Rahon\joe-rahon-1,SR,2016-17,G,Saint Mary's (CA),WCC,37,3.2,7.3,2,4.1,1.2,3.2,1.3,1.7,0.5,3.5,4,5.8,1,0.4,1.6,1.8,8.8,76.47058824,43.83561644,37.5
